"id","chapter","section","content"
"718462","PHỤ LỤC 3 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo chuẩn","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần FL1131 – Tiếng Anh cơ sở 1 – có thời lượng 4(2-4-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 1.2 trở lên hoặc tương đương.
Học phần FL1132 – Tiếng Anh cơ sở 2 – có thời lượng 4(2-4-0-8), có 4 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.1 trở lên hoặc tương đương.
Học phần FL1133 – Tiếng Anh cơ sở 3 – có thời lượng 4(2-4-0-8), có 4 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.2 trở lên hoặc tương đương.
Học phần FL1134 – Tiếng Anh cơ sở 4 – có thời lượng 4(2-4-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.3 trở lên hoặc tương đương.
Học phần FL1135 – Tiếng Anh cơ sở 5 – có thời lượng 4(2-4-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 3.1 trở lên hoặc tương đương.
Bậc trình độ dựa trên Khung năng lực ngoại ngữ 6 bậc của Việt Nam có trong Phụ lục 2 của quy định này."
"84123","PHỤ LỤC 3 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo chuẩn","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên có số tín chỉ tích lũy đến 63 tín chỉ cần đạt các học phần Tiếng Anh cơ sở FL1131, FL1132, FL1133 hoặc đạt trình độ tiếng Anh tối thiểu Bậc 2.1.
Sinh viên có số tín chỉ tích lũy từ 64 đến 95 tín chỉ cần đạt các học phần Tiếng Anh cơ sở FL1131, FL1132, FL1133, FL1134 hoặc đạt trình độ tiếng Anh tối thiểu Bậc 2.2.
Sinh viên có số tín chỉ tích lũy từ 96 tín chỉ trở lên cần đạt các học phần Tiếng Anh cơ sở FL1131, FL1132, FL1133, FL1134, FL1135 hoặc đạt trình độ tiếng Anh tối thiểu Bậc 2.3.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt trình độ tiếng Anh tối thiểu Bậc 3.1.
Điều kiện khi xét tốt nghiệp là đạt trình độ tiếng Anh tối thiểu Bậc 3.1.
Bậc trình độ dựa trên Khung năng lực ngoại ngữ 6 bậc của Việt Nam có trong Phụ lục 2 của quy định này."
"530789","PHỤ LỤC 4 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Tài năng","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần FL1105 – LIFE 1 – có thời lượng 3(3-3-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 1.2 trở lên hoặc tương đương.
Học phần FL1106 – LIFE 2 – có thời lượng 3(3-3-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.1 trở lên hoặc tương đương.
Học phần FL1107 – LIFE 3 – có thời lượng 3(3-3-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.2 trở lên hoặc tương đương.
Học phần FL1108 – LIFE 4 – có thời lượng 3(3-3-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Anh từ bậc 2.3 trở lên hoặc tương đương.
Bậc trình độ dựa trên Khung năng lực ngoại ngữ 6 bậc của Việt Nam có trong Phụ lục 2 của quy định này."
"963217","PHỤ LỤC 4 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Tài năng","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên có số tín chỉ tích lũy đến 63 tín chỉ cần hoàn thành các học phần tiếng Anh cơ sở gồm FL1105, FL1106, FL1107, FL1108 hoặc đạt trình độ tiếng Anh tối thiểu Bậc 2.2.
Sinh viên có số tín chỉ tích lũy từ 64 đến 95 tín chỉ cần đạt trình độ tiếng Anh tối thiểu Bậc 2.3.
Sinh viên có số tín chỉ tích lũy từ 96 tín chỉ trở lên cần đạt trình độ tiếng Anh tối thiểu Bậc 3.1.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt trình độ tiếng Anh tối thiểu Bậc 3.2.
Điều kiện khi xét tốt nghiệp là đạt trình độ tiếng Anh Bậc 3.3.
Bậc trình độ dựa trên Khung năng lực ngoại ngữ 6 bậc của Việt Nam có trong Phụ lục 2 của quy định này."
"362801","PHỤ LỤC 5 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Elitech có ngoại ngữ chính là TIẾNG ANH","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần FL1141 – Practical grammar for writing – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1142 – Communication skills 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1143 – Working with text 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1144 – Listening – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1145 – Speaking – có thời lượng 2(1-3-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1146 – Reading – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1147 – Writing – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1148 – Foundation Writing – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1149 – Communication Skills 2 – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1150 – Working with text 2 – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1120 – IELTS Listening 1 – có thời lượng 2(2-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1121 – IELTS Speaking 1 – có thời lượng 1(1-0-1-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1122 – IELTS Reading 1 – có thời lượng 1(1-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1123 – IELTS Writing 1 – có thời lượng 2(2-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1124 – IELTS Listening 2 – có thời lượng 2(2-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1125 – IELTS Speaking 2 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1126 – IELTS Reading 2 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1127 – IELTS Writing 2 – có thời lượng 2(2-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương."
"820641","PHỤ LỤC 5 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Elitech có ngoại ngữ chính là TIẾNG ANH","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên tích lũy từ 32 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 4.5 hoặc hoàn thành tất cả các học phần tiếng Anh trong Bảng Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 5, cụ thể là nhóm 1 gồm các học phần từ thứ tự 1 đến 7 hoặc nhóm 2 gồm các học phần từ thứ tự 8 đến 14.
Sinh viên tích lũy từ 49 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 5.5 hoặc hoàn thành tất cả các học phần tiếng Anh từ mục 15 đến 18 trong Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 5.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt IELTS 5.5 hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng.
Điều kiện để được xét tốt nghiệp là đạt IELTS 5.5 hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng."
"473915","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế có ngoại ngữ chính là TIẾNG ANH","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần CLE1311 – Elementary English 1 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.5 trở lên hoặc tương đương.
Học phần CLE1312 – Elementary English 2 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.5 trở lên hoặc tương đương.
Học phần CLE2311 – Pre-Intermediate English 1 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.0 trở lên hoặc tương đương.
Học phần CLE2312 – Pre-Intermediate English 2 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.0 trở lên hoặc tương đương.
Học phần CLE3401 – Intermediate English 1 – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần CLE3402 – Intermediate English 2 – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần CLE4401 – IELTS1 Preparation – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần QT1331 – Tiếng Anh 3 (B2.1) – có thời lượng 3(2-1-0-6), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần QT1341 – Tiếng Anh 4 (B2.2) – có thời lượng 3(2-0-2-6), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương."
"195234","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế có ngoại ngữ chính là TIẾNG ANH","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra (không áp dụng đối với chương trình hợp tác với Đại học TROY ở Hoa Kỳ)","Sinh viên tích lũy từ 32 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 4.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 7 trong Danh mục các học phần tiếng Anh yêu cầu Phụ lục 6.
Sinh viên tích lũy từ 64 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 5.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 9 trong Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 6.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt IELTS 5.5 hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng.
Điều kiện khi xét tốt nghiệp là đạt IELTS 5.5 hoặc chứng chỉ tiếng Anh tương đương 4 kỹ năng."
"952801","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế có ngoại ngữ chính là TIẾNG ANH","3. Yêu cầu chuẩn tiếng Anh đối với chương trình đào tạo hợp tác với Đại học TROY ở Hoa Kỳ","Yêu cầu đầu khóa học đối với sinh viên thuộc chương trình hợp tác với Đại học TROY là đạt tối thiểu một trong các chứng chỉ sau: IELTS 5.5 điểm, TOEFL iBT 61 điểm, PEIC 46 điểm, hoặc Cambridge English Scale & Tests (KET, PET, FCE) đạt 162 điểm; không xét các chứng chỉ khác ngoài những chứng chỉ nêu trên."
"629078","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và chương trình đào tạo Công nghệ thông tin Việt-Pháp","1. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình đào tạo PFIEV","Học phần FL1401 – Tiếng Pháp KSCLC 1 (từ khóa K69 sẽ đổi mã và tên học phần thành: FL1801 Tiếng Pháp PFIEV 1) – có thời lượng 3(3-2-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A1 hoặc tương đương.
Học phần FL1802 – Tiếng Pháp PFIEV 2 – có thời lượng 3(1-4-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A1 hoặc tương đương.
Học phần FL1803 – Tiếng Pháp PFIEV 3 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A2 hoặc tương đương.
Học phần FL1804 – Tiếng Pháp PFIEV 4 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A2 hoặc tương đương.
Học phần FL1805 – Tiếng Pháp PFIEV 5 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ DELF B1 hoặc tương đương.
Học phần FL1806 – Tiếng Pháp PFIEV 6 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ DELF B1 hoặc tương đương."
"206348","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và chương trình đào tạo Công nghệ thông tin Việt-Pháp","2. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình Công nghệ thông tin Việt – Pháp","Học phần FL1601 – Tiếng Pháp VP 1 (từ khóa K69 sẽ đổi mã và tên học phần thành: FL1801 Tiếng Pháp PFIEV 1) – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A1 hoặc tương đương.
Học phần FL1602 – Tiếng Pháp VP 2 (từ khóa K69 sẽ đổi mã và tên học phần thành: FL1802 Tiếng Pháp PFIEV 2) – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A1 hoặc tương đương.
Học phần FL1803 – Tiếng Pháp PFIEV 3 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ từ DELF A2 hoặc tương đương.
Học phần FL1804 – Tiếng Pháp PFIEV 4 – có thời lượng 3(1-4-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ DELF từ A2 hoặc tương đương.
Học phần FL1805 – Tiếng Pháp PFIEV 5 – có thời lượng 3(1-4-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ DELF từ B1 hoặc tương đương.
Học phần FL1806 – Tiếng Pháp PFIEV 6 – có thời lượng 3(3-1-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ DELF từ B1 hoặc tương đương."
"570436","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và chương trình đào tạo Công nghệ thông tin Việt-Pháp","3. Yêu cầu chuẩn tiếng Pháp với chương trình đào tạo PFIEV và chương trình Công nghệ thông tin Việt - Pháp","Sinh viên chương trình PFIEV tích lũy từ 32 tín chỉ cần đạt trình độ từ DELF A1 hoặc đạt các học phần số 1 và 2 trong Danh mục các học phần ở Phụ lục 7; sinh viên chương trình CNTT Việt – Pháp cần đạt trình độ từ DELF A1 hoặc đạt các học phần số 1 và 2 trong Danh mục các học phần ở Phụ lục 7.
Sinh viên chương trình PFIEV tích lũy từ 64 tín chỉ cần đạt trình độ từ DELF A2 hoặc đạt các học phần số 1 đến 4 trong Danh mục các học phần ở Phụ lục 7; sinh viên chương trình CNTT Việt – Pháp cần đạt trình độ từ DELF A2 hoặc đạt các học phần số 1 đến 4 trong Danh mục các học phần ở Phụ lục 7.
Sinh viên chương trình PFIEV tích lũy từ 96 tín chỉ cần đạt trình độ từ DELF B1 hoặc đạt các học phần số 1 đến 6 trong Danh mục các học phần ở Phụ lục 7; sinh viên chương trình CNTT Việt – Pháp cần đạt trình độ từ DELF B1 hoặc đạt các học phần số 1 đến 6 trong Danh mục các học phần ở Phụ lục 7.
Điều kiện xét nhận Đồ án tốt nghiệp cử nhân đối với chương trình PFIEV và chương trình CNTT Việt - Pháp là đạt trình độ DELF B1 hoặc TOEIC 500.
Điều kiện xét tốt nghiệp cử nhân đối với chương trình PFIEV và chương trình CNTT Việt - Pháp là đạt trình độ DELF B1 và TOEIC 500.
Điều kiện xét tốt nghiệp kỹ sư chuyên sâu đặc thù đối với chương trình PFIEV là đạt trình độ DELF B2 hoặc VSTEP tương ứng trình độ Bậc 4; chương trình CNTT Việt – Pháp không có quy định.
Điều kiện đăng ký nhận Phụ lục văn bằng kỹ sư của phía Pháp đối với chương trình PFIEV là đạt trình độ DELF B1 và TOEIC 600; chương trình CNTT Việt – Pháp không có quy định."
"306849","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và chương trình đào tạo Công nghệ thông tin Việt-Pháp","4. Bảng quy đổi tương đương các chứng chỉ tiếng Pháp","Chứng chỉ DELF A1 tương đương với điểm TCF từ 101 đến 199, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm (Nghe – Đọc & Kiến thức ngôn ngữ) từ 101 đến 199, điểm diễn đạt nói và viết đều là 1/20.
Chứng chỉ DELF A2 tương đương với điểm TCF từ 200 đến 299, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm từ 200 đến 299, điểm diễn đạt nói và viết đều trong khoảng 2 đến 5 trên 20.
Chứng chỉ DELF B1 tương đương với điểm TCF từ 300 đến 399, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm từ 300 đến 399, điểm diễn đạt nói và viết đều trong khoảng 6 đến 9 trên 20.
Chứng chỉ DELF B2 tương đương với điểm TCF từ 400 đến 499, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm từ 400 đến 499, điểm diễn đạt nói và viết đều trong khoảng 10 đến 13 trên 20.
Chứng chỉ DELF C1 tương đương với điểm TCF từ 500 đến 599, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm từ 500 đến 599, điểm diễn đạt nói và viết đều trong khoảng 14 đến 17 trên 20.
Chứng chỉ DELF C2 tương đương với điểm TCF từ 600 đến 699, và trong bài thi TCF 4 kỹ năng, điểm bài thi trắc nghiệm từ 600 đến 699, điểm diễn đạt nói và viết đều trong khoảng 18 đến 20 trên 20."
"741903","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","1. Danh mục các học phần yêu cầu với các chương trình đào tạo sử dụng ngoại ngữ chính là tiếng Đức","Học phần QT0514 – Tiếng Đức 1 – có thời lượng 8(4-8-0-16), có tính 4 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A1 hoặc tương đương.
Học phần QT0524 – Tiếng Đức 2 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A2 hoặc tương đương.
Học phần QT0534 – Tiếng Đức 3 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A2 hoặc tương đương.
Học phần QT1514 – Tiếng Đức 4 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B1 hoặc tương đương.
Học phần QT1524 – Tiếng Đức 5 – có thời lượng 6(5-2-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B1 hoặc tương đương.
Học phần QT1528 – Tiếng Đức 6 – có thời lượng 6(4-4-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B2 hoặc tương đương.
Học phần QT1529 – Tiếng Đức 7 – có thời lượng 6(4-4-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B2 hoặc tương đương.
Học phần QT1524 Tiếng Đức 5: chỉ dành cho các sinh viên học chuyển tiếp sang Đức theo chương trình Kỹ thuật Điện tử - Viễn thông, hợp tác với ĐH Leibniz Hannover.
Học phần QT1524 Tiếng Đức 5, QT1528 Tiếng Đức 6, QT1529 Tiếng Đức 7: chỉ dành cho các sinh viên học chuyển tiếp sang Đức theo chương trình Kỹ thuật Cơ điện tử, hợp tác với ĐH Leibniz Hannover."
"91827","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","2. Yêu cầu chuẩn tiếng Đức với các chương trình đào tạo sử dụng ngoại ngữ chính là tiếng Đức","Sinh viên tích lũy từ 32 tín chỉ cần đạt chứng chỉ Goethe-Zertifikat A2 hoặc tương đương (theo Bảng quy đổi 8.3), hoặc hoàn thành các học phần số thứ tự 1 và 2 trong Bảng 8.1.
Sinh viên tích lũy từ 64 tín chỉ cần đạt chứng chỉ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt trình độ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8.
Điều kiện để được xét tốt nghiệp là đạt trình độ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8."
"852796","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","3. Bảng quy đổi tương đương các chứng chỉ tiếng Đức","Chứng chỉ Goethe-Zertifikat A1 tương đương với trình độ A1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat A2 tương đương với chứng chỉ DSD1 và trình độ A2 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat B1 tương đương với chứng chỉ DSD1 và trình độ B1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat B2 gồm B2.1 tương đương với TDN3 và Goethe-Zertifikat B2.2 tương đương với TDN4 trong hệ thống TestDaF và Goethe-Zertifikat B2 tương đương với chứng chỉ DSD2 hoặc trình độ B2 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat C1 tương đương với TDN5 trong hệ thống TestDaF, DSD2 và trình độ C1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat C2 tương đương với trình độ C2 của TELC, ÖSD hoặc HUSTGC."
"417508","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","1. Danh mục các học phần tiếng Nhật yêu cầu với chương trình Cơ điện tử (hợp tác với ĐH Nagaoka - NUT)","Học phần QT0113 – Tiếng Nhật I – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N5 trở lên.
Học phần QT0123 – Tiếng Nhật II – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N4 trở lên.
Học phần QT1113 – Tiếng Nhật III – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1123 – Tiếng Nhật IV – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT0112 – Tiếng Nhật I (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào.
Học phần QT0122 – Tiếng Nhật II (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào.
Học phần QT1112 – Tiếng Nhật III (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1122 – Tiếng Nhật IV (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1132 – Tiếng Nhật V (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), không tính tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần định hướng kỹ thuật.
Các học phần QT0112, QT0122, QT1112, QT1122,QT1132 dành cho sinh viên học chuyển tiếp sang trường đối tác"
