"﻿""id""","chapter","section","content"
"914826","PHỤ LỤC 3 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo chuẩn","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần FL1128 – Tiếng Anh tăng cường – có thời lượng 3(0-6-0-6), không tính tín chỉ trong chương trình đào tạo, bắt buộc học với sinh viên không đạt đầu vào hoặc đạt TOEIC dưới 300 điểm hoặc tương đương.
Học phần FL1129 – Tiếng Anh cơ sở 1 – có thời lượng 3(0-6-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 300 điểm trở lên hoặc tương đương.
Học phần FL1130 – Tiếng Anh cơ sở 2 – có thời lượng 3(0-6-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 400 điểm trở lên hoặc tương đương."
"375061","PHỤ LỤC 3 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo chuẩn","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên có số tín chỉ tích lũy từ 0 đến 63 tín chỉ cần hoàn thành các học phần tiếng Anh cơ sở FL1129 và FL1130.
Sinh viên có số tín chỉ tích lũy từ 64 đến 95 tín chỉ cần đạt tối thiểu 400 điểm TOEIC.
Sinh viên có số tín chỉ tích lũy từ 96 tín chỉ trở lên cần đạt tối thiểu 450 điểm TOEIC.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt tối thiểu 500 điểm TOEIC.
Điều kiện để được xét tốt nghiệp là đạt tối thiểu 500 điểm TOEIC."
"820734","PHỤ LỤC 4 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Tài năng","1. Danh mục các học phần tiếng Anh yêu cầu","Học phần FL1105 – LIFE 1 – có thời lượng 3(3-3-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 400 điểm trở lên hoặc tương đương.
Học phần FL1106 – LIFE 2 – có thời lượng 3(3-3-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 400 điểm trở lên hoặc tương đương.
Học phần FL1107 – LIFE 3 – có thời lượng 3(3-3-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 400 điểm trở lên hoặc tương đương.
Học phần FL1108 – LIFE 4 – có thời lượng 3(3-3-0-6), có 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ TOEIC từ 400 điểm trở lên hoặc tương đương."
"409583","PHỤ LỤC 4 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Tài năng","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên có số tín chỉ tích lũy từ 0 đến 63 tín chỉ cần hoàn thành các học phần tiếng Anh FL1105, FL1106, FL1107 và FL1108.
Sinh viên có số tín chỉ tích lũy từ 64 đến 95 tín chỉ cần đạt tối thiểu 400 điểm TOEIC.
Sinh viên có số tín chỉ tích lũy từ 96 tín chỉ trở lên cần đạt tối thiểu 450 điểm TOEIC.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt tối thiểu 500 điểm TOEIC.
Điều kiện để được xét tốt nghiệp là đạt tối thiểu 600 điểm TOEIC."
"163807","PHỤ LỤC 5 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Elitech có ngoại ngữ chính là TIẾNG ANH","1. Danh mục các học phần tiếng Anh yêu cầu từ K65","Học phần FL1141 – Practical grammar for writing – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1142 – Communication skills 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1143 – Working with text 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1144 – Listening – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1145 – Speaking – có thời lượng 2(1-3-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1146 – Reading – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1147 – Writing – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.0 trở lên hoặc tương đương.
Học phần FL1148 – Foundation Writing – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1149 – Communication Skills 2 – có thời lượng 3(2-2-0-6), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1150 – Working with text 2 – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1120 – IELTS Listening 1 – có thời lượng 2(2-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1121 – IELTS Speaking 1 – có thời lượng 1(1-0-1-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1122 – IELTS Reading 1 – có thời lượng 1(1-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1123 – IELTS Writing 1 – có thời lượng 2(2-1-0-4), không tính tín chỉ trong chương trình đào tạo, chỉ cần học với trình độ IELTS từ 3.0 đến 4.5 hoặc tương đương.
Học phần FL1124 – IELTS Listening 2 – có thời lượng 2(2-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1125 – IELTS Speaking 2 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1126 – IELTS Reading 2 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần FL1127 – IELTS Writing 2 – có thời lượng 2(2-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương"
"608392","PHỤ LỤC 5 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo Elitech có ngoại ngữ chính là TIẾNG ANH","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra","Sinh viên tích lũy từ 32 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 4.5 hoặc hoàn thành tất cả các học phần tiếng Anh trong Bảng Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 5, cụ thể là nhóm 1 gồm các học phần từ thứ tự 1 đến 7 hoặc nhóm 2 gồm các học phần từ thứ tự 8 đến 14.
Sinh viên tích lũy từ 49 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 5.5 hoặc hoàn thành tất cả các học phần tiếng Anh từ mục 15 đến 18 trong Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 5.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt IELTS 5.5 hoặc tương đương.
Điều kiện để được xét tốt nghiệp là đạt IELTS 5.5 hoặc tương đương"
"281479","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế (IEP) có ngoại ngữ chính là TIẾNG ANH","1. Danh mục các học phần tiếng Anh áp dụng từ K65","Học phần CLE1311 – Elementary English 1 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.5 trở lên hoặc tương đương.
Học phần CLE1312 – Elementary English 2 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 3.5 trở lên hoặc tương đương.
Học phần CLE2311 – Pre-Intermediate English 1 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.0 trở lên hoặc tương đương.
Học phần CLE2312 – Pre-Intermediate English 2 – có thời lượng 3(3-1-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.0 trở lên hoặc tương đương.
Học phần CLE3401 – Intermediate English 1 – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần CLE3402 – Intermediate English 2 – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần CLE4401 – IELTS1 Preparation – có thời lượng 4(4-0-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 4.5 trở lên hoặc tương đương.
Học phần QT1331 – Tiếng Anh 3 (B2.1) – có thời lượng 3(2-1-0-6), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương.
Học phần QT1341 – Tiếng Anh 4 (B2.2) – có thời lượng 3(2-0-2-6), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ IELTS từ 5.5 trở lên hoặc tương đương."
"736904","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế (IEP) có ngoại ngữ chính là TIẾNG ANH","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra (không áp dụng đối với chương trình hợp tác với Đại học TROY ở Hoa Kỳ)","Sinh viên tích lũy từ 32 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 4.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 7 trong Danh mục các học phần tiếng Anh yêu cầu Phụ lục 6.
Sinh viên tích lũy từ 64 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 5.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 9 trong Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 6.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt IELTS 5.5 quốc tế.
Điều kiện khi xét tốt nghiệp là đạt IELTS 5.5 quốc tế"
"063915","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế (IEP) có ngoại ngữ chính là TIẾNG ANH","3. Yêu cầu chuẩn tiếng Anh đối với chương trình đào tạo hợp tác với Đại học TROY ở Hoa Kỳ","Sinh viên thuộc chương trình đào tạo hợp tác với Đại học TROY cần đạt tối thiểu IELTS 4.5 quốc tế hoặc kết quả thi nội bộ đầu khóa tương đương để đủ điều kiện đầu khóa học.
Sinh viên tích lũy từ 32 tín chỉ trở lên cần đạt tối thiểu IELTS 5.5 quốc tế hoặc TOEFL iBT 61; không xét các chứng chỉ khác.."
"538719","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","1. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình đào tạo chất lương cao PFIEV","Học phần FL1401 – Tiếng Pháp KSCLC 1 – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1402 – Tiếng Pháp KSCLC 2 – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1501 – Tiếng Pháp KSCLC 3A – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1502 – Tiếng Pháp KSCLC 3B – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1404 – Tiếng Pháp KSCLC 4 – có thời lượng 2(2-1-0-4), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1405 – Tiếng Pháp KSCLC 5 – có thời lượng 2(2-1-0-4), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương."
"957312","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","2. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình đào tạo tiên tiến Công nghệ thông tin Việt – Pháp","Học phần FL1601 – Tiếng Pháp VP 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1602 – Tiếng Pháp VP 2 – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1603 – Tiếng Pháp VP 3 – có thời lượng 3(2-0-4-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1604 – Tiếng Pháp VP 4 – có thời lượng 4(2-4-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1605 – Tiếng Pháp VP 5 – có thời lượng 3(2-0-4-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1606 – Tiếng Pháp VP 6 – có thời lượng 3(1-4-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1607 – Tiếng Pháp VP 7 – có thời lượng 1(1-0-1-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1608 – Tiếng Pháp VP 8 – có thời lượng 1(1-0-1-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1609 – Tiếng Pháp VP 9 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương."
